state,city,sb_race,sb_age,sb_marital_status,sb_education,sd_race,sd_age,sd_marital_status,sd_education,time_together,num_monthly_dates,Gifts?,Happy?,Satisfied with give/receive?,Am I getting enough effort/support?,Allowance Type,PPM/Weekly allowance,Allowance Amount,sample,nmd,allowance_amount,per_meet_amount
California,Pasadena,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,46-55,Open Relationship,Masters,1-3 months,3-4,Yes,10.0,10.0,10.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,Santa Barbara,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,56-65,Married,Some College,More than 1 year,7-8,Yes,10.0,9.0,10.0,Monthly Allowance,,"$4k-$4,999",sugar_baby,7.5,4500.0,600.0
California,Los Angeles,Asian,18-25,Open Relationship,Bachelor Degree,Mixed,46-55,Single,Doctorate,More than 1 year,3-4,Yes,9.0,10.0,10.0,Monthly Allowance,,$10k or more,sugar_baby,3.5,10000.0,2857.1428571428573
California,Downey,Latin / Hispanic,46-55,Widow,High School Diploma,,36-45,Widow,High School Diploma,More than 1 year,5-6,No,10.0,10.0,10.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,5.5,3025.0,550.0
California,Los Angeles,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,56-65,Married,Masters,4-6 months,1-2,No,8.0,7.0,8.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
California,Sacramento,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,36-45,Separated,High School Diploma,Less than a month,1-2,Yes,8.0,7.0,9.0,Pay Per Meet (PPM),$300-$399,,sugar_baby,1.5,525.0,350.0
California,Menifee,Mixed,18-25,Divorced,Some College,Asian,36-45,Separated,Doctorate,1-3 months,10+,No,8.0,7.0,3.0,Monthly Allowance,,"$2k-$2,999",sugar_baby,10.0,2500.0,250.0
California,San Diego,White / Caucasian,18-25,Single,Some College,Mixed,46-55,Divorced,Masters,7-9 months,3-4,Yes,8.0,8.0,8.0,Pay Per Meet (PPM),$300-$399,,sugar_baby,3.5,1225.0,350.0
California,San Jose,White / Caucasian,36-45,Single,Masters,,46-55,Open Relationship,Masters,10-12 months,3-4,Yes,6.0,7.0,5.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,3.5,1575.0,450.0
California,West Hollywood,White / Caucasian,26-35,Single,Some College,Asian,46-55,Single,Masters,More than 1 year,3-4,Yes,10.0,10.0,10.0,Monthly Allowance,,"$9k-$9,999",sugar_baby,3.5,9500.0,2714.285714285714
California,Sacramento,White / Caucasian,36-45,Single,Some College,White / Caucasian,66-75,Divorced,Bachelor Degree,1-3 months,1-2,Yes,5.0,3.0,5.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,1.5,675.0,450.0
California,San Jose,Mixed,46-55,Divorced,Some College,Mixed,46-55,Divorced,Some College,More than 1 year,3-4,Yes,8.0,8.0,8.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,West Hollywood,White / Caucasian,26-35,Divorced,Associate Degree,,66-75,Single,Masters,Less than a month,1-2,No,5.0,5.0,5.0,Monthly Allowance,,"$4k-$4,999",sugar_baby,1.5,4500.0,3000.0
California,San Francisco,Mixed,26-35,Single,Bachelor Degree,East Indian,46-55,Married,Masters,Less than a month,3-4,No,5.0,4.0,4.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
California,Sacramento,White / Caucasian,36-45,Single,Some College,White / Caucasian,56-65,Divorced,Bachelor Degree,Less than a month,3-4,Yes,7.0,4.0,9.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
